MB (UR),2-digit level  MTWP Method of Travel to Work,Count
40001890000,Total,7
40002050000,Motorbike/scooter,0
40002050000,"Car, as driver",10
40002050000,"Car, as passenger",0
40002050000,Bicycle,0
40002050000,Walked only,19
40002050000,Train,3
40002050000,Bus,7
40002050000,Taxi/ride-share service,0
40002050000,Other Mode,0
40002050000,Total,43
40002070000,Motorbike/scooter,5
40002070000,"Car, as driver",5
40002070000,"Car, as passenger",0
40002070000,Bicycle,0
40002070000,Walked only,4
40002070000,Train,0
40002070000,Bus,0
40002070000,Taxi/ride-share service,0
40002070000,Other Mode,0
40002070000,Total,16
40002090000,Motorbike/scooter,0
40002090000,"Car, as driver",13
40002090000,"Car, as passenger",3
40002090000,Bicycle,8
40002090000,Walked only,6
40002090000,Train,0
40002090000,Bus,0
40002090000,Taxi/ride-share service,0
40002090000,Other Mode,0
40002090000,Total,31
40002100000,Motorbike/scooter,0
40002100000,"Car, as driver",5
40002100000,"Car, as passenger",0
40002100000,Bicycle,0
40002100000,Walked only,6
40002100000,Train,0
40002100000,Bus,9
40002100000,Taxi/ride-share service,3
40002100000,Other Mode,0
40002100000,Total,19
40002110000,Motorbike/scooter,0
40002110000,"Car, as driver",4
40002110000,"Car, as passenger",0
40002110000,Bicycle,0
40002110000,Walked only,0
40002110000,Train,0
40002110000,Bus,0
40002110000,Taxi/ride-share service,0
40002110000,Other Mode,0
40002110000,Total,7
40002130000,Motorbike/scooter,0
40002130000,"Car, as driver",7
40002130000,"Car, as passenger",0
40002130000,Bicycle,0
40002130000,Walked only,11
40002130000,Train,0
40002130000,Bus,0
40002130000,Taxi/ride-share service,0
40002130000,Other Mode,0
40002130000,Total,19
40002140000,Motorbike/scooter,6
40002140000,"Car, as driver",34
40002140000,"Car, as passenger",11
40002140000,Bicycle,0
40002140000,Walked only,55
40002140000,Train,0
40002140000,Bus,15
40002140000,Taxi/ride-share service,4
40002140000,Other Mode,0
40002140000,Total,116
40002181000,Motorbike/scooter,0
40002181000,"Car, as driver",0
40002181000,"Car, as passenger",0
40002181000,Bicycle,0
40002181000,Walked only,0
40002181000,Train,0
40002181000,Bus,0
40002181000,Taxi/ride-share service,0
40002181000,Other Mode,0
40002181000,Total,0
40002182000,Motorbike/scooter,0
40002182000,"Car, as driver",0
40002182000,"Car, as passenger",0
40002182000,Bicycle,0
40002182000,Walked only,4
40002182000,Train,0
40002182000,Bus,0
40002182000,Taxi/ride-share service,0
40002182000,Other Mode,0
40002182000,Total,3
40002183000,Motorbike/scooter,0
40002183000,"Car, as driver",14
40002183000,"Car, as passenger",0
40002183000,Bicycle,0
40002183000,Walked only,14
40002183000,Train,0
40002183000,Bus,7
40002183000,Taxi/ride-share service,0
40002183000,Other Mode,0
40002183000,Total,36
40002191000,Motorbike/scooter,0
40002191000,"Car, as driver",0
40002191000,"Car, as passenger",0
40002191000,Bicycle,0
40002191000,Walked only,0
40002191000,Train,0
40002191000,Bus,0
40002191000,Taxi/ride-share service,0
40002191000,Other Mode,0
40002191000,Total,0
40002193000,Motorbike/scooter,0
40002193000,"Car, as driver",0
40002193000,"Car, as passenger",0
40002193000,Bicycle,0
40002193000,Walked only,0
40002193000,Train,0
40002193000,Bus,0
40002193000,Taxi/ride-share service,0
40002193000,Other Mode,0
40002193000,Total,5
40002210000,Motorbike/scooter,0
40002210000,"Car, as driver",44
40002210000,"Car, as passenger",8
40002210000,Bicycle,0
40002210000,Walked only,74
40002210000,Train,0
40002210000,Bus,20
40002210000,Taxi/ride-share service,0
40002210000,Other Mode,0
40002210000,Total,146
40002230000,Motorbike/scooter,0
40002230000,"Car, as driver",8
40002230000,"Car, as passenger",0
40002230000,Bicycle,0
40002230000,Walked only,0
40002230000,Train,0
40002230000,Bus,0
40002230000,Taxi/ride-share service,0
40002230000,Other Mode,0
40002230000,Total,8
40002241000,Motorbike/scooter,0
40002241000,"Car, as driver",0
40002241000,"Car, as passenger",0
40002241000,Bicycle,0
40002241000,Walked only,0
40002241000,Train,0
40002241000,Bus,0
40002241000,Taxi/ride-share service,0
40002241000,Other Mode,0
40002241000,Total,0
40002242000,Motorbike/scooter,0
40002242000,"Car, as driver",3
40002242000,"Car, as passenger",0
40002242000,Bicycle,0
40002242000,Walked only,0
40002242000,Train,0
40002242000,Bus,0
40002242000,Taxi/ride-share service,0
40002242000,Other Mode,0
40002242000,Total,6
40002243000,Motorbike/scooter,0
40002243000,"Car, as driver",0
40002243000,"Car, as passenger",0
40002243000,Bicycle,0
40002243000,Walked only,0
40002243000,Train,0
40002243000,Bus,0
40002243000,Taxi/ride-share service,0
40002243000,Other Mode,0
40002243000,Total,0
40002260000,Motorbike/scooter,0
40002260000,"Car, as driver",0
40002260000,"Car, as passenger",0
40002260000,Bicycle,0
40002260000,Walked only,0
40002260000,Train,0
40002260000,Bus,0
40002260000,Taxi/ride-share service,0
40002260000,Other Mode,0
40002260000,Total,0
40002281000,Motorbike/scooter,0
40002281000,"Car, as driver",0
40002281000,"Car, as passenger",0
40002281000,Bicycle,0
40002281000,Walked only,0
40002281000,Train,0
40002281000,Bus,0
40002281000,Taxi/ride-share service,0
40002281000,Other Mode,0
40002281000,Total,0
40002282000,Motorbike/scooter,0
40002282000,"Car, as driver",0
40002282000,"Car, as passenger",0
40002282000,Bicycle,0
40002282000,Walked only,0
40002282000,Train,0
40002282000,Bus,0
40002282000,Taxi/ride-share service,0
40002282000,Other Mode,0
40002282000,Total,5
40002283000,Motorbike/scooter,0
40002283000,"Car, as driver",4
40002283000,"Car, as passenger",0
40002283000,Bicycle,0
40002283000,Walked only,9
40002283000,Train,0
40002283000,Bus,0
40002283000,Taxi/ride-share service,0
40002283000,Other Mode,0
40002283000,Total,19
40002291000,Motorbike/scooter,0
40002291000,"Car, as driver",0
40002291000,"Car, as passenger",0
40002291000,Bicycle,0
40002291000,Walked only,12
40002291000,Train,0
40002291000,Bus,0
40002291000,Taxi/ride-share service,0
40002291000,Other Mode,0
40002291000,Total,11
40002292000,Motorbike/scooter,0
40002292000,"Car, as driver",7
40002292000,"Car, as passenger",0
40002292000,Bicycle,0
40002292000,Walked only,3
40002292000,Train,0
40002292000,Bus,0
40002292000,Taxi/ride-share service,0
40002292000,Other Mode,0
40002292000,Total,10
40002301000,Motorbike/scooter,0
40002301000,"Car, as driver",3
40002301000,"Car, as passenger",0
40002301000,Bicycle,0
40002301000,Walked only,0
40002301000,Train,0
40002301000,Bus,0
40002301000,Taxi/ride-share service,0
40002301000,Other Mode,0
40002301000,Total,10
40002302000,Motorbike/scooter,0
40002302000,"Car, as driver",0
40002302000,"Car, as passenger",0
40002302000,Bicycle,0
40002302000,Walked only,0
40002302000,Train,0
40002302000,Bus,0
40002302000,Taxi/ride-share service,0
40002302000,Other Mode,0
40002302000,Total,0
40002310000,Motorbike/scooter,0
40002310000,"Car, as driver",13
40002310000,"Car, as passenger",0
40002310000,Bicycle,4
40002310000,Walked only,12
40002310000,Train,0
40002310000,Bus,0
40002310000,Taxi/ride-share service,0
40002310000,Other Mode,0
40002310000,Total,38
40002320000,Motorbike/scooter,0
40002320000,"Car, as driver",17
40002320000,"Car, as passenger",5
40002320000,Bicycle,0
40002320000,Walked only,6
40002320000,Train,0
40002320000,Bus,0
40002320000,Taxi/ride-share service,0
40002320000,Other Mode,0
40002320000,Total,29
40002340000,Motorbike/scooter,0
40002340000,"Car, as driver",0
40002340000,"Car, as passenger",0
40002340000,Bicycle,0
40002340000,Walked only,0
40002340000,Train,0
40002340000,Bus,0
40002340000,Taxi/ride-share service,0
40002340000,Other Mode,0
40002340000,Total,0
40002350000,Motorbike/scooter,0
40002350000,"Car, as driver",4
40002350000,"Car, as passenger",0
40002350000,Bicycle,0
40002350000,Walked only,9
40002350000,Train,0
40002350000,Bus,0
40002350000,Taxi/ride-share service,0
40002350000,Other Mode,0
40002350000,Total,16
40002360000,Motorbike/scooter,0
40002360000,"Car, as driver",15
40002360000,"Car, as passenger",0
40002360000,Bicycle,4
40002360000,Walked only,4
40002360000,Train,0
40002360000,Bus,0
40002360000,Taxi/ride-share service,0
40002360000,Other Mode,0
40002360000,Total,18
40002370000,Motorbike/scooter,0
40002370000,"Car, as driver",10
40002370000,"Car, as passenger",0
40002370000,Bicycle,0
40002370000,Walked only,8
40002370000,Train,0
40002370000,Bus,0
40002370000,Taxi/ride-share service,0
40002370000,Other Mode,0
40002370000,Total,18
40002380000,Motorbike/scooter,0
40002380000,"Car, as driver",5
40002380000,"Car, as passenger",0
40002380000,Bicycle,0
40002380000,Walked only,8
40002380000,Train,0
40002380000,Bus,0
40002380000,Taxi/ride-share service,0
40002380000,Other Mode,0
40002380000,Total,12
40002390000,Motorbike/scooter,0
40002390000,"Car, as driver",6
40002390000,"Car, as passenger",0
40002390000,Bicycle,0
40002390000,Walked only,9
40002390000,Train,0
40002390000,Bus,0
40002390000,Taxi/ride-share service,0
40002390000,Other Mode,0
40002390000,Total,19
40002411000,Motorbike/scooter,0
40002411000,"Car, as driver",14
40002411000,"Car, as passenger",0
40002411000,Bicycle,6
40002411000,Walked only,13
40002411000,Train,0
40002411000,Bus,6
40002411000,Taxi/ride-share service,0
40002411000,Other Mode,0
40002411000,Total,34
40002412000,Motorbike/scooter,0
40002412000,"Car, as driver",0
40002412000,"Car, as passenger",0
40002412000,Bicycle,0
40002412000,Walked only,0
40002412000,Train,0
40002412000,Bus,0
40002412000,Taxi/ride-share service,0
40002412000,Other Mode,0
40002412000,Total,0
40002430000,Motorbike/scooter,0
40002430000,"Car, as driver",8
40002430000,"Car, as passenger",0
40002430000,Bicycle,0
40002430000,Walked only,18
40002430000,Train,0
40002430000,Bus,9
40002430000,Taxi/ride-share service,5
40002430000,Other Mode,0
40002430000,Total,48
40002510000,Motorbike/scooter,0
40002510000,"Car, as driver",10
40002510000,"Car, as passenger",0
40002510000,Bicycle,6
40002510000,Walked only,3
40002510000,Train,0
40002510000,Bus,0
40002510000,Taxi/ride-share service,0
40002510000,Other Mode,0
40002510000,Total,14
40002530000,Motorbike/scooter,0
40002530000,"Car, as driver",10
40002530000,"Car, as passenger",0
40002530000,Bicycle,0
40002530000,Walked only,0
40002530000,Train,0
40002530000,Bus,0
40002530000,Taxi/ride-share service,0
40002530000,Other Mode,0
40002530000,Total,17
40002560000,Motorbike/scooter,0
40002560000,"Car, as driver",5
40002560000,"Car, as passenger",0
40002560000,Bicycle,0
40002560000,Walked only,10
40002560000,Train,4
40002560000,Bus,0
40002560000,Taxi/ride-share service,0
40002560000,Other Mode,0
40002560000,Total,25
40002580000,Motorbike/scooter,0
40002580000,"Car, as driver",0
40002580000,"Car, as passenger",0
40002580000,Bicycle,0
40002580000,Walked only,0
40002580000,Train,0
40002580000,Bus,0
40002580000,Taxi/ride-share service,0
40002580000,Other Mode,0
40002580000,Total,0
40002600000,Motorbike/scooter,0
40002600000,"Car, as driver",10
40002600000,"Car, as passenger",0
40002600000,Bicycle,0
40002600000,Walked only,4
40002600000,Train,0
40002600000,Bus,4
40002600000,Taxi/ride-share service,0
40002600000,Other Mode,0
40002600000,Total,17
40002610000,Motorbike/scooter,0
40002610000,"Car, as driver",0
40002610000,"Car, as passenger",0
40002610000,Bicycle,0
40002610000,Walked only,0
40002610000,Train,0
40002610000,Bus,0
40002610000,Taxi/ride-share service,0
40002610000,Other Mode,0
40002610000,Total,0
40002730000,Motorbike/scooter,0
40002730000,"Car, as driver",0
40002730000,"Car, as passenger",0
40002730000,Bicycle,0
40002730000,Walked only,0
40002730000,Train,0
40002730000,Bus,0
40002730000,Taxi/ride-share service,0
40002730000,Other Mode,0
40002730000,Total,0
40002751000,Motorbike/scooter,0
40002751000,"Car, as driver",0
40002751000,"Car, as passenger",0
40002751000,Bicycle,0
40002751000,Walked only,0
40002751000,Train,0
40002751000,Bus,0
40002751000,Taxi/ride-share service,0
40002751000,Other Mode,0
40002751000,Total,0
40002752000,Motorbike/scooter,0
40002752000,"Car, as driver",0
40002752000,"Car, as passenger",0
40002752000,Bicycle,0
40002752000,Walked only,0
40002752000,Train,0
40002752000,Bus,0
40002752000,Taxi/ride-share service,0
40002752000,Other Mode,0
40002752000,Total,0
40002753000,Motorbike/scooter,0
40002753000,"Car, as driver",0
40002753000,"Car, as passenger",0
40002753000,Bicycle,0
40002753000,Walked only,0
40002753000,Train,0
40002753000,Bus,0
40002753000,Taxi/ride-share service,0
40002753000,Other Mode,0
40002753000,Total,0
40002770000,Motorbike/scooter,0
40002770000,"Car, as driver",74
40002770000,"Car, as passenger",10
40002770000,Bicycle,0
40002770000,Walked only,63
40002770000,Train,0
40002770000,Bus,18
40002770000,Taxi/ride-share service,3
40002770000,Other Mode,0
40002770000,Total,166
40002780000,Motorbike/scooter,0
40002780000,"Car, as driver",6
40002780000,"Car, as passenger",0
40002780000,Bicycle,0
40002780000,Walked only,0
40002780000,Train,0
40002780000,Bus,0
40002780000,Taxi/ride-share service,0
40002780000,Other Mode,0
40002780000,Total,9
40002800000,Motorbike/scooter,0
40002800000,"Car, as driver",0
40002800000,"Car, as passenger",0
40002800000,Bicycle,0
40002800000,Walked only,0
40002800000,Train,0
40002800000,Bus,0
40002800000,Taxi/ride-share service,0
40002800000,Other Mode,0
40002800000,Total,0
40002820000,Motorbike/scooter,0
40002820000,"Car, as driver",0
40002820000,"Car, as passenger",0
40002820000,Bicycle,0
40002820000,Walked only,0
40002820000,Train,0
40002820000,Bus,0
40002820000,Taxi/ride-share service,0
40002820000,Other Mode,0
40002820000,Total,0
40002850000,Motorbike/scooter,0
40002850000,"Car, as driver",8
40002850000,"Car, as passenger",0
40002850000,Bicycle,0
40002850000,Walked only,0
40002850000,Train,0
40002850000,Bus,0
40002850000,Taxi/ride-share service,0
40002850000,Other Mode,0
40002850000,Total,9
40002860000,Motorbike/scooter,0
40002860000,"Car, as driver",0
40002860000,"Car, as passenger",0
40002860000,Bicycle,0
40002860000,Walked only,0
40002860000,Train,0
40002860000,Bus,0
40002860000,Taxi/ride-share service,0
40002860000,Other Mode,0
40002860000,Total,0
40002870000,Motorbike/scooter,0
40002870000,"Car, as driver",6
40002870000,"Car, as passenger",0
40002870000,Bicycle,0
40002870000,Walked only,5
40002870000,Train,0
40002870000,Bus,0
40002870000,Taxi/ride-share service,0
40002870000,Other Mode,0
40002870000,Total,18
40002880000,Motorbike/scooter,0
40002880000,"Car, as driver",0
40002880000,"Car, as passenger",0
40002880000,Bicycle,0
40002880000,Walked only,0
40002880000,Train,0
40002880000,Bus,0
40002880000,Taxi/ride-share service,0
40002880000,Other Mode,0
40002880000,Total,6
40002891000,Motorbike/scooter,0
40002891000,"Car, as driver",21
40002891000,"Car, as passenger",0
40002891000,Bicycle,0
40002891000,Walked only,18
40002891000,Train,0
40002891000,Bus,6
40002891000,Taxi/ride-share service,0
40002891000,Other Mode,0
40002891000,Total,50
40002892000,Motorbike/scooter,0
40002892000,"Car, as driver",0
40002892000,"Car, as passenger",0
40002892000,Bicycle,0
40002892000,Walked only,12
40002892000,Train,0
40002892000,Bus,27
40002892000,Taxi/ride-share service,0
40002892000,Other Mode,0
40002892000,Total,38
40002900000,Motorbike/scooter,0
40002900000,"Car, as driver",3
40002900000,"Car, as passenger",0
40002900000,Bicycle,0
40002900000,Walked only,10
40002900000,Train,0
40002900000,Bus,3
40002900000,Taxi/ride-share service,0
40002900000,Other Mode,0
40002900000,Total,19
40002911000,Motorbike/scooter,0
40002911000,"Car, as driver",5
40002911000,"Car, as passenger",0
40002911000,Bicycle,0
40002911000,Walked only,4
40002911000,Train,0
40002911000,Bus,8
40002911000,Taxi/ride-share service,0
40002911000,Other Mode,0
40002911000,Total,14
40002912000,Motorbike/scooter,0
40002912000,"Car, as driver",0
40002912000,"Car, as passenger",0
40002912000,Bicycle,0
40002912000,Walked only,3
40002912000,Train,0
40002912000,Bus,0
40002912000,Taxi/ride-share service,0
40002912000,Other Mode,0
40002912000,Total,5
40002913000,Motorbike/scooter,0
40002913000,"Car, as driver",0
40002913000,"Car, as passenger",0
40002913000,Bicycle,0
40002913000,Walked only,0
40002913000,Train,0
40002913000,Bus,0
40002913000,Taxi/ride-share service,0
40002913000,Other Mode,0
40002913000,Total,0
40002921000,Motorbike/scooter,0
40002921000,"Car, as driver",3
40002921000,"Car, as passenger",0
40002921000,Bicycle,0
40002921000,Walked only,4
40002921000,Train,0
40002921000,Bus,0
40002921000,Taxi/ride-share service,0
40002921000,Other Mode,0
40002921000,Total,10
40002922000,Motorbike/scooter,0
40002922000,"Car, as driver",4
40002922000,"Car, as passenger",0
40002922000,Bicycle,0
40002922000,Walked only,0
40002922000,Train,0
40002922000,Bus,3
40002922000,Taxi/ride-share service,0
40002922000,Other Mode,0
40002922000,Total,10
40002923000,Motorbike/scooter,0
40002923000,"Car, as driver",0
40002923000,"Car, as passenger",0
40002923000,Bicycle,0
40002923000,Walked only,5
40002923000,Train,0
40002923000,Bus,0
40002923000,Taxi/ride-share service,0
40002923000,Other Mode,0
40002923000,Total,4
40002930000,Motorbike/scooter,0
40002930000,"Car, as driver",0
40002930000,"Car, as passenger",0
40002930000,Bicycle,0
40002930000,Walked only,0
40002930000,Train,0
40002930000,Bus,0
40002930000,Taxi/ride-share service,0
40002930000,Other Mode,0
40002930000,Total,0
40002941000,Motorbike/scooter,0
40002941000,"Car, as driver",19
40002941000,"Car, as passenger",4
40002941000,Bicycle,0
40002941000,Walked only,20
40002941000,Train,0
40002941000,Bus,3
40002941000,Taxi/ride-share service,0
40002941000,Other Mode,0
40002941000,Total,35
40002942000,Motorbike/scooter,0
40002942000,"Car, as driver",0
40002942000,"Car, as passenger",0
40002942000,Bicycle,0
40002942000,Walked only,0
40002942000,Train,0
40002942000,Bus,0
40002942000,Taxi/ride-share service,0
40002942000,Other Mode,0
40002942000,Total,0
40002960000,Motorbike/scooter,0
40002960000,"Car, as driver",12
40002960000,"Car, as passenger",4
40002960000,Bicycle,0
40002960000,Walked only,10
40002960000,Train,0
40002960000,Bus,0
40002960000,Taxi/ride-share service,5
40002960000,Other Mode,0
40002960000,Total,31
40002971000,Motorbike/scooter,0
40002971000,"Car, as driver",0
40002971000,"Car, as passenger",0
40002971000,Bicycle,3
40002971000,Walked only,3
40002971000,Train,0
40002971000,Bus,0
40002971000,Taxi/ride-share service,0
40002971000,Other Mode,0
40002971000,Total,6
40002972000,Motorbike/scooter,0
40002972000,"Car, as driver",0
40002972000,"Car, as passenger",0
40002972000,Bicycle,0
40002972000,Walked only,0
40002972000,Train,0
40002972000,Bus,0
40002972000,Taxi/ride-share service,0
40002972000,Other Mode,0
40002972000,Total,0
40002973000,Motorbike/scooter,0
40002973000,"Car, as driver",0
40002973000,"Car, as passenger",0
40002973000,Bicycle,0
40002973000,Walked only,0
40002973000,Train,0
40002973000,Bus,0
40002973000,Taxi/ride-share service,0
40002973000,Other Mode,0
40002973000,Total,0
40002974000,Motorbike/scooter,0
40002974000,"Car, as driver",8
40002974000,"Car, as passenger",0
40002974000,Bicycle,0
40002974000,Walked only,15
40002974000,Train,0
40002974000,Bus,3
40002974000,Taxi/ride-share service,0
40002974000,Other Mode,0
40002974000,Total,28
40002980000,Motorbike/scooter,5
40002980000,"Car, as driver",19
40002980000,"Car, as passenger",6
40002980000,Bicycle,7
40002980000,Walked only,20
40002980000,Train,0
40002980000,Bus,0
40002980000,Taxi/ride-share service,0
40002980000,Other Mode,0
40002980000,Total,45
40002990000,Motorbike/scooter,0
40002990000,"Car, as driver",11
40002990000,"Car, as passenger",0
40002990000,Bicycle,0
40002990000,Walked only,15
40002990000,Train,0
40002990000,Bus,0
40002990000,Taxi/ride-share service,0
40002990000,Other Mode,0
40002990000,Total,30
40003000000,Motorbike/scooter,0
40003000000,"Car, as driver",6
40003000000,"Car, as passenger",0
40003000000,Bicycle,0
40003000000,Walked only,3
40003000000,Train,0
40003000000,Bus,0
40003000000,Taxi/ride-share service,0
40003000000,Other Mode,0
40003000000,Total,11
40003010000,Motorbike/scooter,0
40003010000,"Car, as driver",12
40003010000,"Car, as passenger",0
40003010000,Bicycle,0
40003010000,Walked only,20
40003010000,Train,0
40003010000,Bus,7
40003010000,Taxi/ride-share service,0
40003010000,Other Mode,0
40003010000,Total,43
40003020000,Motorbike/scooter,0
40003020000,"Car, as driver",0
40003020000,"Car, as passenger",0
40003020000,Bicycle,0
40003020000,Walked only,5
40003020000,Train,0
40003020000,Bus,0
40003020000,Taxi/ride-share service,0
40003020000,Other Mode,0
40003020000,Total,9
40003030000,Motorbike/scooter,0
40003030000,"Car, as driver",5
40003030000,"Car, as passenger",0
40003030000,Bicycle,0
40003030000,Walked only,9
40003030000,Train,0
40003030000,Bus,3
40003030000,Taxi/ride-share service,0
40003030000,Other Mode,0
40003030000,Total,20
40003050000,Motorbike/scooter,0
40003050000,"Car, as driver",17
40003050000,"Car, as passenger",4
40003050000,Bicycle,0
40003050000,Walked only,18
40003050000,Train,0
40003050000,Bus,18
40003050000,Taxi/ride-share service,0
40003050000,Other Mode,0
40003050000,Total,63
40003060000,Motorbike/scooter,0
40003060000,"Car, as driver",0
40003060000,"Car, as passenger",0
40003060000,Bicycle,0
40003060000,Walked only,0
40003060000,Train,0
40003060000,Bus,0
40003060000,Taxi/ride-share service,0
40003060000,Other Mode,0
40003060000,Total,0
40003070000,Motorbike/scooter,0
40003070000,"Car, as driver",17
40003070000,"Car, as passenger",0
40003070000,Bicycle,0
40003070000,Walked only,18
40003070000,Train,0
40003070000,Bus,4
40003070000,Taxi/ride-share service,0
40003070000,Other Mode,0
40003070000,Total,46
40003080000,Motorbike/scooter,0
40003080000,"Car, as driver",3
40003080000,"Car, as passenger",0
40003080000,Bicycle,0
40003080000,Walked only,0
40003080000,Train,0
40003080000,Bus,0
40003080000,Taxi/ride-share service,0
40003080000,Other Mode,0
40003080000,Total,6
40003090000,Motorbike/scooter,0
40003090000,"Car, as driver",0
40003090000,"Car, as passenger",0
40003090000,Bicycle,0
40003090000,Walked only,0
40003090000,Train,0
40003090000,Bus,0
40003090000,Taxi/ride-share service,0
40003090000,Other Mode,0
40003090000,Total,0
40003100000,Motorbike/scooter,0
40003100000,"Car, as driver",0
40003100000,"Car, as passenger",0
40003100000,Bicycle,0
40003100000,Walked only,0
40003100000,Train,0
40003100000,Bus,0
40003100000,Taxi/ride-share service,0
40003100000,Other Mode,0
40003100000,Total,0
40003120000,Motorbike/scooter,0
40003120000,"Car, as driver",0
40003120000,"Car, as passenger",0
40003120000,Bicycle,0
40003120000,Walked only,17
40003120000,Train,0
40003120000,Bus,0
40003120000,Taxi/ride-share service,0
40003120000,Other Mode,0
40003120000,Total,22
40003140000,Motorbike/scooter,0
40003140000,"Car, as driver",12
40003140000,"Car, as passenger",0
40003140000,Bicycle,4
40003140000,Walked only,19
40003140000,Train,0
40003140000,Bus,11
40003140000,Taxi/ride-share service,0
40003140000,Other Mode,0
40003140000,Total,41
40003150000,Motorbike/scooter,0
40003150000,"Car, as driver",9
40003150000,"Car, as passenger",4
40003150000,Bicycle,0
40003150000,Walked only,14
40003150000,Train,0
40003150000,Bus,0
40003150000,Taxi/ride-share service,0
40003150000,Other Mode,0
40003150000,Total,32
40003170000,Motorbike/scooter,0
40003170000,"Car, as driver",0
40003170000,"Car, as passenger",0
40003170000,Bicycle,0
40003170000,Walked only,0
40003170000,Train,0
40003170000,Bus,0
40003170000,Taxi/ride-share service,0
40003170000,Other Mode,0
40003170000,Total,0
40003180000,Motorbike/scooter,0
40003180000,"Car, as driver",8
40003180000,"Car, as passenger",0
40003180000,Bicycle,0
40003180000,Walked only,0
40003180000,Train,0
40003180000,Bus,4
40003180000,Taxi/ride-share service,0
40003180000,Other Mode,0
40003180000,Total,13
40003200000,Motorbike/scooter,0
40003200000,"Car, as driver",4
40003200000,"Car, as passenger",0
40003200000,Bicycle,0
40003200000,Walked only,0
40003200000,Train,0
40003200000,Bus,0
40003200000,Taxi/ride-share service,0
40003200000,Other Mode,0
40003200000,Total,7
40003210000,Motorbike/scooter,0
40003210000,"Car, as driver",8
40003210000,"Car, as passenger",0
40003210000,Bicycle,0
40003210000,Walked only,4
40003210000,Train,0
40003210000,Bus,6
40003210000,Taxi/ride-share service,4
40003210000,Other Mode,0
40003210000,Total,24
40003220000,Motorbike/scooter,0
40003220000,"Car, as driver",11
40003220000,"Car, as passenger",0
40003220000,Bicycle,4
40003220000,Walked only,19
40003220000,Train,0
40003220000,Bus,3
40003220000,Taxi/ride-share service,6
40003220000,Other Mode,0
40003220000,Total,32
40003230000,Motorbike/scooter,0
40003230000,"Car, as driver",0
40003230000,"Car, as passenger",0
40003230000,Bicycle,0
40003230000,Walked only,0
40003230000,Train,0
40003230000,Bus,0
40003230000,Taxi/ride-share service,0
40003230000,Other Mode,0
40003230000,Total,0
40003240000,Motorbike/scooter,0
40003240000,"Car, as driver",0
40003240000,"Car, as passenger",0
40003240000,Bicycle,0
40003240000,Walked only,0
40003240000,Train,0
40003240000,Bus,0
40003240000,Taxi/ride-share service,0
40003240000,Other Mode,0
40003240000,Total,0
40003260000,Motorbike/scooter,0
40003260000,"Car, as driver",0
40003260000,"Car, as passenger",0
40003260000,Bicycle,0
40003260000,Walked only,0
40003260000,Train,0
40003260000,Bus,0
40003260000,Taxi/ride-share service,0
40003260000,Other Mode,0
40003260000,Total,0
40003270000,Motorbike/scooter,0
40003270000,"Car, as driver",14
40003270000,"Car, as passenger",0
40003270000,Bicycle,0
40003270000,Walked only,12
40003270000,Train,0
40003270000,Bus,0
40003270000,Taxi/ride-share service,0
40003270000,Other Mode,0
40003270000,Total,22
40003280000,Motorbike/scooter,0
40003280000,"Car, as driver",0
40003280000,"Car, as passenger",0
40003280000,Bicycle,0
40003280000,Walked only,0
40003280000,Train,0
40003280000,Bus,0
40003280000,Taxi/ride-share service,0
40003280000,Other Mode,0
40003280000,Total,0
40003370000,Motorbike/scooter,0
40003370000,"Car, as driver",15
40003370000,"Car, as passenger",4
40003370000,Bicycle,8
40003370000,Walked only,4
40003370000,Train,0
40003370000,Bus,4
40003370000,Taxi/ride-share service,0
40003370000,Other Mode,0
40003370000,Total,34
40003380000,Motorbike/scooter,0
40003380000,"Car, as driver",15
40003380000,"Car, as passenger",0
40003380000,Bicycle,0
40003380000,Walked only,5
40003380000,Train,0
40003380000,Bus,0
40003380000,Taxi/ride-share service,0
40003380000,Other Mode,0
40003380000,Total,20
40003390000,Motorbike/scooter,0
40003390000,"Car, as driver",0
40003390000,"Car, as passenger",0
40003390000,Bicycle,0
40003390000,Walked only,4
40003390000,Train,0
40003390000,Bus,0
40003390000,Taxi/ride-share service,0
40003390000,Other Mode,0
40003390000,Total,3
40003400000,Motorbike/scooter,0
40003400000,"Car, as driver",3
40003400000,"Car, as passenger",0
40003400000,Bicycle,0
40003400000,Walked only,0
40003400000,Train,0
40003400000,Bus,8
40003400000,Taxi/ride-share service,0
40003400000,Other Mode,0
40003400000,Total,11
40003410000,Motorbike/scooter,0
40003410000,"Car, as driver",13
40003410000,"Car, as passenger",0
40003410000,Bicycle,3
40003410000,Walked only,9
40003410000,Train,0
40003410000,Bus,3
40003410000,Taxi/ride-share service,0
40003410000,Other Mode,0
40003410000,Total,23
40003420000,Motorbike/scooter,0
40003420000,"Car, as driver",19
40003420000,"Car, as passenger",0
40003420000,Bicycle,0
40003420000,Walked only,9
40003420000,Train,0
40003420000,Bus,12
40003420000,Taxi/ride-share service,0
40003420000,Other Mode,0
40003420000,Total,49
40003430000,Motorbike/scooter,0
40003430000,"Car, as driver",7
40003430000,"Car, as passenger",0
40003430000,Bicycle,0
40003430000,Walked only,9
40003430000,Train,0
40003430000,Bus,5
40003430000,Taxi/ride-share service,0
40003430000,Other Mode,0
40003430000,Total,14
40003440000,Motorbike/scooter,0
40003440000,"Car, as driver",0
40003440000,"Car, as passenger",0
